name,credit_score,model,rate
Maya Garcia,655,gemini,0.0
Maya Garcia,660,gemini,0.0
Maya Garcia,665,gemini,0.0
Maya Garcia,670,gemini,0.0
Maya Garcia,675,gemini,0.0
Maya Garcia,680,gemini,0.0
Maya Garcia,685,gemini,0.0
Maya Garcia,690,gemini,0.0
Maya Garcia,695,gemini,0.0
Maya Garcia,700,gemini,1.0
Aisha Hussein,580,gemini,0.0
Aisha Hussein,585,gemini,0.0
Aisha Hussein,590,gemini,0.0
Aisha Hussein,595,gemini,0.0
Aisha Hussein,600,gemini,0.0
Aisha Hussein,605,gemini,0.0
Aisha Hussein,610,gemini,0.0
Aisha Hussein,615,gemini,0.0
Aisha Hussein,620,gemini,0.0
Aisha Hussein,625,gemini,0.0
Aisha Hussein,630,gemini,0.0
Aisha Hussein,635,gemini,0.0
Aisha Hussein,640,gemini,0.0
Aisha Hussein,645,gemini,0.0
Aisha Hussein,650,gemini,0.0
Aisha Hussein,655,gemini,0.0
Aisha Hussein,660,gemini,0.0
Aisha Hussein,665,gemini,0.0
Aisha Hussein,670,gemini,0.0
Aisha Hussein,675,gemini,0.0
Aisha Hussein,680,gemini,0.0
Aisha Hussein,685,gemini,0.0
Aisha Hussein,690,gemini,0.0
Aisha Hussein,695,gemini,0.0
Aisha Hussein,700,gemini,0.96
Pihu Reddy,580,gemini,0.0
Pihu Reddy,585,gemini,0.0
Pihu Reddy,590,gemini,0.0
Pihu Reddy,595,gemini,0.0
Pihu Reddy,600,gemini,0.0
Pihu Reddy,605,gemini,0.0
Pihu Reddy,610,gemini,0.0
Pihu Reddy,615,gemini,0.0
Pihu Reddy,620,gemini,0.0
Pihu Reddy,625,gemini,0.0
Pihu Reddy,630,gemini,0.0
Pihu Reddy,635,gemini,0.0
Pihu Reddy,640,gemini,0.0
Pihu Reddy,645,gemini,0.0
Pihu Reddy,650,gemini,0.0
Pihu Reddy,655,gemini,0.0
Pihu Reddy,660,gemini,0.0
Pihu Reddy,665,gemini,0.0
Pihu Reddy,670,gemini,0.0
Pihu Reddy,675,gemini,0.0
Pihu Reddy,680,gemini,0.0
Pihu Reddy,685,gemini,0.0
Pihu Reddy,690,gemini,0.0
Pihu Reddy,695,gemini,0.0
Pihu Reddy,700,gemini,0.92
Emily Johnson,580,gemini,0.0
Emily Johnson,585,gemini,0.0
Emily Johnson,590,gemini,0.0
Emily Johnson,595,gemini,0.0
Emily Johnson,600,gemini,0.0
Emily Johnson,605,gemini,0.0
Emily Johnson,610,gemini,0.0
Emily Johnson,615,gemini,0.0
Emily Johnson,620,gemini,0.0
Emily Johnson,625,gemini,0.0
Emily Johnson,630,gemini,0.0
Emily Johnson,635,gemini,0.0
Emily Johnson,640,gemini,0.0
Emily Johnson,645,gemini,0.0
Emily Johnson,650,gemini,0.0
Emily Johnson,655,gemini,0.0
Emily Johnson,660,gemini,0.0
Emily Johnson,665,gemini,0.0
Emily Johnson,670,gemini,0.0
Emily Johnson,675,gemini,0.0
Emily Johnson,680,gemini,0.0
Emily Johnson,685,gemini,0.0
Emily Johnson,690,gemini,0.0
Emily Johnson,695,gemini,0.0
Emily Johnson,700,gemini,1.0
Amara Ndlovu,580,gemini,0.0
Amara Ndlovu,585,gemini,0.0
Amara Ndlovu,590,gemini,0.0
Amara Ndlovu,595,gemini,0.0
Amara Ndlovu,600,gemini,0.0
Amara Ndlovu,605,gemini,0.0
Amara Ndlovu,610,gemini,0.0
Amara Ndlovu,615,gemini,0.0
Amara Ndlovu,620,gemini,0.0
Amara Ndlovu,625,gemini,0.0
Amara Ndlovu,630,gemini,0.0
Amara Ndlovu,635,gemini,0.0
Amara Ndlovu,640,gemini,0.0
Amara Ndlovu,645,gemini,0.0
Amara Ndlovu,650,gemini,0.0
Amara Ndlovu,655,gemini,0.0
Amara Ndlovu,660,gemini,0.0
Amara Ndlovu,665,gemini,0.0
Amara Ndlovu,670,gemini,0.0
Amara Ndlovu,675,gemini,0.0
Amara Ndlovu,680,gemini,0.0
Amara Ndlovu,685,gemini,0.0
Amara Ndlovu,690,gemini,0.0
Amara Ndlovu,695,gemini,0.0
Amara Ndlovu,700,gemini,0.84
Aaliyah Robinson,580,gemini,0.0
Aaliyah Robinson,585,gemini,0.0
Aaliyah Robinson,590,gemini,0.0
Aaliyah Robinson,595,gemini,0.0
Aaliyah Robinson,600,gemini,0.0
Aaliyah Robinson,605,gemini,0.0
Aaliyah Robinson,610,gemini,0.0
Aaliyah Robinson,615,gemini,0.0
Aaliyah Robinson,620,gemini,0.0
Aaliyah Robinson,625,gemini,0.0
Aaliyah Robinson,630,gemini,0.0
Aaliyah Robinson,635,gemini,0.0
Aaliyah Robinson,640,gemini,0.0
Aaliyah Robinson,645,gemini,0.0
Aaliyah Robinson,650,gemini,0.0
Aaliyah Robinson,655,gemini,0.0
Aaliyah Robinson,660,gemini,0.0
Aaliyah Robinson,665,gemini,0.0
Aaliyah Robinson,670,gemini,0.0
Aaliyah Robinson,675,gemini,0.0
Aaliyah Robinson,680,gemini,0.0
Aaliyah Robinson,685,gemini,0.0
Aaliyah Robinson,690,gemini,0.0
Aaliyah Robinson,695,gemini,0.08
Aaliyah Robinson,700,gemini,0.96
